id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name
47731589,6498211d-984c-4fbf-b929-f5cfb14decf0,Fri May 29 2020 10:09:14 GMT-0400 (EDT),2020-05-29,2020-05-29 14:09:14 UTC,Eastern Time (US & Canada),3086082,forsblad,,2020-05-29 14:09:26 UTC,2020-06-01 05:26:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47731589,https://inaturalist-open-data.s3.amazonaws.com/photos/75715433/medium.jpg,,"",,2,0,false,3,"Ward Pound Ridge Reservation, Cross River, NY, US",41.2583035441,-73.5939690132,8,,,,8,,,false,,,great mullein,Verbascum thapsus,great mullein,Plantae,59029,Verbascum thapsus,,,
47912578,d0a9ba02-63b6-48e5-96c4-4167ef64d106,Sat May 30 2020 18:57:24 GMT-0400 (EDT),2020-05-30,2020-05-30 22:57:24 UTC,Eastern Time (US & Canada),2911694,mudlovers,,2020-05-30 22:59:02 UTC,2020-05-30 22:59:30 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/47912578,https://inaturalist-open-data.s3.amazonaws.com/photos/76002493/medium.jpg,,"",,0,0,false,3,"801 Old Post Rd, Cross River, NY, US",41.2632593885,-73.611105457,10,,,,10,,,false,,,,Asclepias,milkweeds,Plantae,47906,,,,
47913318,590564d2-d272-4376-bef9-2db2009b7d00,Sat May 30 2020 19:05:04 GMT-0400 (EDT),2020-05-30,2020-05-30 23:05:04 UTC,Eastern Time (US & Canada),2911694,mudlovers,,2020-05-30 23:05:47 UTC,2020-05-31 00:16:15 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/47913318,https://inaturalist-open-data.s3.amazonaws.com/photos/76003762/medium.jpg,,"",,0,0,false,3,"31 Briar Ct, Cross River, NY, US",41.263398612,-73.610930862,5,,,,5,,,false,,,,Lupinus,lupines,Plantae,47121,,,,
47924973,0ebac2cf-6df9-4f50-a578-1d6c14b54344,Sat May 30 2020 19:06:00 GMT-0400 (EDT),2020-05-30,2020-05-30 23:06:00 UTC,Eastern Time (US & Canada),2911694,mudlovers,,2020-05-31 00:57:34 UTC,2022-11-29 18:05:36 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/47924973,https://inaturalist-open-data.s3.amazonaws.com/photos/76023070/medium.jpg,,"",,1,0,false,3,"801 Old Post Rd, Cross River, NY, US",41.2633651263,-73.6107747909,5,,,,5,,,false,,,dicots,Magnoliopsida,Dicots,Plantae,47124,,,,
47939436,b53a635f-dc9b-4f2b-98f1-d5dbaf22b872,2020-05-30 8:15:00 PM EDT,2020-05-30,2020-05-31 00:15:00 UTC,Eastern Time (US & Canada),690232,kristamunger,Krista Munger,2020-05-31 03:48:31 UTC,2020-06-03 19:22:22 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/47939436,https://inaturalist-open-data.s3.amazonaws.com/photos/76047626/medium.jpeg,,"",,0,0,false,2,"Pound Ridge, NY, USA",41.2529623673,-73.5933787376,579,,,,579,,,false,gps,gps,nannyberry,Viburnum lentago,nannyberry,Plantae,54773,Viburnum lentago,,,
47979590,e4245a26-981d-4a3a-b073-ad18798b0d73,Sun May 31 2020 10:07:05 GMT-0400 (EDT),2020-05-31,2020-05-31 14:07:05 UTC,Eastern Time (US & Canada),1903693,ppetronis1,,2020-05-31 14:08:20 UTC,2020-06-23 13:52:30 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/47979590,https://inaturalist-open-data.s3.amazonaws.com/photos/76111582/medium.jpg,,"",,2,0,false,3,"Ward Pound Ridge Reservation, Cross River, NY, US",41.25932833,-73.59934167,5,,,,5,,,false,,,Cichorioideae,Cichorioideae,"chicories, dandelions, and allies",Plantae,447425,,,,
47993956,91af616c-801a-444a-9e83-501b92067894,Sun May 31 2020 11:54:53 GMT-0400 (EDT),2020-05-31,2020-05-31 15:54:53 UTC,Eastern Time (US & Canada),961510,durham97,,2020-05-31 15:55:12 UTC,2022-11-04 02:57:14 UTC,research,,https://www.inaturalist.org/observations/47993956,https://static.inaturalist.org/photos/76133458/medium.jpg,,"",,1,0,false,3,"Ward Pound Ridge Reservation, Pound Ridge, NY, US",41.2352823131,-73.5723526679,22,,,,22,,,false,,,yellow star grass,Hypoxis hirsuta,yellow star grass,Plantae,81797,Hypoxis hirsuta,,,
47996309,47bda816-e057-4662-a35f-34c7ab72d840,Sun May 31 2020 12:10:04 GMT-0400 (EDT),2020-05-31,2020-05-31 16:10:04 UTC,Eastern Time (US & Canada),961510,durham97,,2020-05-31 16:11:37 UTC,2020-06-02 12:46:25 UTC,research,,https://www.inaturalist.org/observations/47996309,https://static.inaturalist.org/photos/76149787/medium.jpg,,"",,1,0,false,3,"Ward Pound Ridge Reservation, Pound Ridge, NY, US",41.2379710462,-73.5747069577,15,,,,15,,,false,,,basswood,Tilia americana,basswood,Plantae,54854,Tilia americana,,,
48004722,6d126b2c-1298-4ff0-9d07-ee2953453c19,Sun May 31 2020 13:05:20 GMT-0400 (EDT),2020-05-31,2020-05-31 17:05:20 UTC,Eastern Time (US & Canada),961510,durham97,,2020-05-31 17:06:34 UTC,2020-06-03 20:34:07 UTC,research,,https://www.inaturalist.org/observations/48004722,https://static.inaturalist.org/photos/76149876/medium.jpg,,"",,1,0,false,3,"Ward Pound Ridge Reservation, Pound Ridge, NY, US",41.2403291288,-73.5668455153,9,,,,9,,,false,,,narrow-leaved bittercress,Cardamine impatiens,narrow-leaved bittercress,Plantae,159836,Cardamine impatiens,,,
48163265,67680730-81a8-4fe4-92ab-db6b8d6cd379,Mon Jun 01 2020 16:30:55 GMT-0400 (EDT),2020-06-01,2020-06-01 20:30:55 UTC,Eastern Time (US & Canada),386080,swalkley,Sarah Walkley,2020-06-01 20:31:55 UTC,2020-06-01 23:33:45 UTC,casual,,https://www.inaturalist.org/observations/48163265,https://static.inaturalist.org/photos/76405843/medium.jpg,,"",,0,0,true,3,"Ward Pound Ridge Reservation, Cross River, NY, US",41.257371112,-73.5889044055,1159,,,,1159,,,false,,,,Packera aurea,golden ragwort,Plantae,116329,Packera aurea,,,
48163526,dcd2fb9a-0dd4-4fc4-9ea8-fdc10ff03326,Mon Jun 01 2020 12:09:22 GMT-0400 (EDT),2020-06-01,2020-06-01 16:09:22 UTC,Eastern Time (US & Canada),386080,swalkley,Sarah Walkley,2020-06-01 20:34:21 UTC,2025-11-17 19:09:00 UTC,research,,https://www.inaturalist.org/observations/48163526,https://static.inaturalist.org/photos/76406211/medium.jpg,,"",,2,0,false,3,"Ward Pound Ridge Reservation, Cross River, NY, US",41.2573620094,-73.5888888716,65,,,,65,,,false,,,wild geranium,Geranium maculatum,wild geranium,Plantae,47699,Geranium maculatum,,,
48178750,d8c0b2f2-a73b-40c8-9f9d-6c17c557b5f0,Mon Jun 01 2020 12:08:47 GMT-0400 (EDT),2020-06-01,2020-06-01 16:08:47 UTC,Eastern Time (US & Canada),386080,swalkley,Sarah Walkley,2020-06-01 23:12:29 UTC,2020-06-02 06:38:01 UTC,casual,,https://www.inaturalist.org/observations/48178750,https://static.inaturalist.org/photos/76430395/medium.jpg,,"",,0,0,true,3,"Ward Pound Ridge Reservation, Cross River, NY, US",41.2573703536,-73.5888993028,65,,,,65,,,false,,,,Phlox glaberrima,smooth phlox,Plantae,166697,Phlox glaberrima,,,
48178779,84b825a0-b4ea-4bd3-991a-ded371f31e70,Mon Jun 01 2020 12:07:27 GMT-0400 (EDT),2020-06-01,2020-06-01 16:07:27 UTC,Eastern Time (US & Canada),386080,swalkley,Sarah Walkley,2020-06-01 23:12:40 UTC,2023-01-14 23:11:28 UTC,casual,,https://www.inaturalist.org/observations/48178779,https://static.inaturalist.org/photos/76430413/medium.jpg,,"",,1,0,true,3,"Ward Pound Ridge Reservation, Cross River, NY, US",41.2573583747,-73.5888888511,65,,,,65,,,false,,,heartleaf foamflower,Tiarella,foamflowers,Plantae,51644,,,,
48214928,287b4e01-47fc-4285-a5ec-3a5bd21f6b3c,2020-05-31 7:31:14 PM EDT,2020-05-31,2020-05-31 23:31:14 UTC,Eastern Time (US & Canada),690232,kristamunger,Krista Munger,2020-06-02 09:06:55 UTC,2020-06-05 14:55:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48214928,https://inaturalist-open-data.s3.amazonaws.com/photos/76492244/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2490691,-73.59289207,8,,,,8,,,false,,,black cherry,Prunus serotina,black cherry,Plantae,54834,Prunus serotina,,,
48214942,8bc162b8-fcc2-4142-bbb8-6806b9768154,2020-05-31 7:32:49 PM EDT,2020-05-31,2020-05-31 23:32:49 UTC,Eastern Time (US & Canada),690232,kristamunger,Krista Munger,2020-06-02 09:07:23 UTC,2020-06-02 09:07:34 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/48214942,https://inaturalist-open-data.s3.amazonaws.com/photos/76492270/medium.jpeg,,"",,0,0,false,2,"Pound Ridge, NY, USA",41.2490893,-73.59291267,9,,,,9,,,false,,,Common Dewberry,Rubus flagellaris,Common Dewberry,Plantae,69717,Rubus flagellaris,,,
48214951,bcac81a6-b4ac-4a64-bdf5-3d83b20966f2,2020-05-31 7:33:45 PM EDT,2020-05-31,2020-05-31 23:33:45 UTC,Eastern Time (US & Canada),690232,kristamunger,Krista Munger,2020-06-02 09:07:35 UTC,2023-03-26 11:10:21 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/48214951,https://inaturalist-open-data.s3.amazonaws.com/photos/76492280/medium.jpeg,,"",,0,0,false,2,"Pound Ridge, NY, USA",41.24908397,-73.59293593,10,,,,10,,,false,,,common cinquefoil,Potentilla,cinquefoils,Plantae,53186,,,,
48214956,cf6dd62b-911a-47c7-b588-18f5b6205952,2020-05-31 7:37:00 PM EDT,2020-05-31,2020-05-31 23:37:00 UTC,Eastern Time (US & Canada),690232,kristamunger,Krista Munger,2020-06-02 09:07:45 UTC,2025-03-15 21:08:46 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/48214956,https://inaturalist-open-data.s3.amazonaws.com/photos/76492291/medium.jpeg,,"",,2,0,false,2,"Pound Ridge, NY, USA",41.248779004,-73.5943393037,447,,,,447,,open,false,gps,gps,apples and crabapples,Malus,apples and crabapples,Plantae,54500,,,,
48214969,63f9ab00-5c9f-4c02-b554-d1017dde02ba,2020-05-31 7:38:46 PM EDT,2020-05-31,2020-05-31 23:38:46 UTC,Eastern Time (US & Canada),690232,kristamunger,Krista Munger,2020-06-02 09:08:15 UTC,2020-06-16 14:17:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48214969,https://inaturalist-open-data.s3.amazonaws.com/photos/76492333/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.24927891,-73.59323199,13,,,,13,,,false,,,heath speedwell,Veronica officinalis,heath speedwell,Plantae,129020,Veronica officinalis,,,
48214981,c2748b14-0509-43e2-ab2b-b9cbf6d476ce,2020-05-31 7:39:55 PM EDT,2020-05-31,2020-05-31 23:39:55 UTC,Eastern Time (US & Canada),690232,kristamunger,Krista Munger,2020-06-02 09:08:25 UTC,2020-06-02 09:08:40 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/48214981,https://inaturalist-open-data.s3.amazonaws.com/photos/76492347/medium.jpeg,,"",,0,0,false,2,"Pound Ridge, NY, USA",41.24891971,-73.59337375,7,,,,7,,open,false,,,Grey Willow,Salix cinerea,Grey Willow,Plantae,168326,Salix cinerea,,,
48214988,048d7bf7-d607-447a-8634-24e7826ace35,2020-05-31 7:42:41 PM EDT,2020-05-31,2020-05-31 23:42:41 UTC,Eastern Time (US & Canada),690232,kristamunger,Krista Munger,2020-06-02 09:08:41 UTC,2020-06-02 14:41:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48214988,https://inaturalist-open-data.s3.amazonaws.com/photos/76492367/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.24878289,-73.59376592,10,,,,10,,open,false,,,red clover,Trifolium pratense,Red Clover,Plantae,51875,Trifolium pratense,,,
48215014,1a087f5d-298d-45cd-a59f-bf60e8965ef2,2020-05-31 7:46:09 PM EDT,2020-05-31,2020-05-31 23:46:09 UTC,Eastern Time (US & Canada),690232,kristamunger,Krista Munger,2020-06-02 09:09:18 UTC,2020-06-02 09:09:27 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/48215014,https://inaturalist-open-data.s3.amazonaws.com/photos/76492405/medium.jpeg,,"",,0,0,false,2,"Pound Ridge, NY, USA",41.24879934,-73.5937358,20,,,,20,,,false,,,bedstraws,Galium,bedstraws,Plantae,53060,,,,
48215019,2f4ea044-6388-43bc-a69c-f867fba57fbc,2020-05-31 7:47:05 PM EDT,2020-05-31,2020-05-31 23:47:05 UTC,Eastern Time (US & Canada),690232,kristamunger,Krista Munger,2020-06-02 09:09:28 UTC,2024-07-01 22:48:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/48215019,https://inaturalist-open-data.s3.amazonaws.com/photos/76492422/medium.jpeg,,"",,2,0,false,2,"Pound Ridge, NY, USA",41.2541088,-73.5669584,2500,,,,2500,,open,false,,,Populus,Populus,aspens and allies,Plantae,1430522,,,,
48215029,a072b168-dc37-4314-a086-719dccff3f3d,2020-05-31 7:47:59 PM EDT,2020-05-31,2020-05-31 23:47:59 UTC,Eastern Time (US & Canada),690232,kristamunger,Krista Munger,2020-06-02 09:09:42 UTC,2020-10-13 15:07:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48215029,https://inaturalist-open-data.s3.amazonaws.com/photos/76492431/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.24869862,-73.59401386,9,,,,9,,,false,,,black oak,Quercus velutina,black oak,Plantae,49006,Quercus velutina,,,
48215036,4f109019-ca57-434f-9d63-7329369a53a4,2020-05-31 7:49:23 PM EDT,2020-05-31,2020-05-31 23:49:23 UTC,Eastern Time (US & Canada),690232,kristamunger,Krista Munger,2020-06-02 09:09:55 UTC,2025-07-09 16:08:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48215036,https://inaturalist-open-data.s3.amazonaws.com/photos/76492442/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.24861487,-73.59407214,15,,,,15,,open,false,,,white oak,Quercus alba,white oak,Plantae,54779,Quercus alba,,,
48215043,799be066-905e-4097-8f4b-1113d682ced2,2020-05-31 7:50:02 PM EDT,2020-05-31,2020-05-31 23:50:02 UTC,Eastern Time (US & Canada),690232,kristamunger,Krista Munger,2020-06-02 09:10:10 UTC,2020-06-05 14:54:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48215043,https://inaturalist-open-data.s3.amazonaws.com/photos/76492450/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2485671,-73.59415483,9,,,,9,,,false,,,Oriental bittersweet,Celastrus orbiculatus,Oriental bittersweet,Plantae,64540,Celastrus orbiculatus,,,
48215052,b553f2ad-ac4e-4575-b9e1-9e0cc8d6ffc8,2020-05-31 7:50:33 PM EDT,2020-05-31,2020-05-31 23:50:33 UTC,Eastern Time (US & Canada),690232,kristamunger,Krista Munger,2020-06-02 09:10:26 UTC,2024-04-17 17:17:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48215052,https://inaturalist-open-data.s3.amazonaws.com/photos/76492477/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2484167,-73.5886734,2599,,,,2599,,open,false,,,sweet birch,Betula lenta,sweet birch,Plantae,49157,Betula lenta,,,
48215062,acd0d3aa-0ad7-424a-876d-7e861a5cf585,2020-05-31 7:51:33 PM EDT,2020-05-31,2020-05-31 23:51:33 UTC,Eastern Time (US & Canada),690232,kristamunger,Krista Munger,2020-06-02 09:10:45 UTC,2021-03-26 17:38:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48215062,https://inaturalist-open-data.s3.amazonaws.com/photos/76492487/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.24863935,-73.59412711,8,,,,8,,,false,,,Milenrama eurasiática,Achillea millefolium,common yarrow,Plantae,52821,Achillea millefolium,,,
48227301,f3d6ca4b-f317-4356-91dc-01b780a7bef7,Tue Jun 02 2020 08:57:36 GMT-0400 (EDT),2020-06-02,2020-06-02 12:57:36 UTC,Eastern Time (US & Canada),510330,nancytognan,Nancy Tognan,2020-06-02 12:57:51 UTC,2025-03-08 18:43:21 UTC,research,CC-BY,https://www.inaturalist.org/observations/48227301,https://inaturalist-open-data.s3.amazonaws.com/photos/76511966/medium.jpg,,"",,1,0,false,3,"Ward Pound Ridge Reservation, Cross River, NY, US",41.2579849083,-73.5961818975,5,,,,5,,,false,,,Sheep's sorrel,Rumex acetosella,Sheep's sorrel,Plantae,53195,Rumex acetosella,,,
48236357,f75d1924-28b5-4ba4-8f08-b32cd6999e4d,2020-06-02 10:53:08 AM EDT,2020-06-02,2020-06-02 14:53:08 UTC,Eastern Time (US & Canada),1819209,hepam00,,2020-06-02 14:53:57 UTC,2022-12-17 12:17:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48236357,https://inaturalist-open-data.s3.amazonaws.com/photos/76526923/medium.jpeg,,"",,2,0,false,2,"Cross River, NY 10518, USA",41.27077,-73.5965114,25,,,,25,,,false,,,Gelber Steinklee,Melilotus officinalis,Yellow Sweetclover,Plantae,57066,Melilotus officinalis,,,
48236961,1bae6429-2cdd-4caf-8113-bc42beb0364d,2020-06-02 10:55:32 AM EDT,2020-06-02,2020-06-02 14:55:32 UTC,Eastern Time (US & Canada),1819209,hepam00,,2020-06-02 15:00:12 UTC,2021-10-21 05:36:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48236961,https://inaturalist-open-data.s3.amazonaws.com/photos/76528038/medium.jpeg,,"",,2,0,false,2,"Cross River, NY 10518, USA",41.270768,-73.5965578,26,,,,26,,,false,,,Rainkohl,Lapsana communis,nipplewort,Plantae,55981,Lapsana communis,,,
48243969,0074c11e-e352-45ef-bef1-ea1fa40782e7,Tue Jun 02 2020 12:07:36 GMT-0400 (EDT),2020-06-02,2020-06-02 16:07:36 UTC,Eastern Time (US & Canada),510330,nancytognan,Nancy Tognan,2020-06-02 16:07:54 UTC,2025-03-08 18:43:19 UTC,research,CC-BY,https://www.inaturalist.org/observations/48243969,https://inaturalist-open-data.s3.amazonaws.com/photos/76538951/medium.jpg,,"",,1,0,false,3,"Ward Pound Ridge Reservation, South Salem, NY, US",41.2627859367,-73.5812501237,5,,,,5,,open,false,,,American chestnut,Castanea dentata,American chestnut,Plantae,49186,Castanea dentata,,,
48320662,21acefc4-f659-4f4f-be57-99f2da5f39a1,Sun May 31 2020 13:06:26 GMT-0400 (EDT),2020-05-31,2020-05-31 17:06:26 UTC,Eastern Time (US & Canada),961510,durham97,,2020-06-03 10:00:33 UTC,2025-01-18 09:09:01 UTC,needs_id,,https://www.inaturalist.org/observations/48320662,https://static.inaturalist.org/photos/76664956/medium.jpg,,"",,6,2,false,3,"Ward Pound Ridge Reservation, Pound Ridge, NY, US",41.2402854216,-73.5667966279,15,,,,15,,,false,,,dicots,Magnoliopsida,Dicots,Plantae,47124,,,,
48320732,75f19e7a-7afc-4f64-a955-1504d654bdc6,Sun May 31 2020 13:14:04 GMT-0400 (EDT),2020-05-31,2020-05-31 17:14:04 UTC,Eastern Time (US & Canada),961510,durham97,,2020-06-03 10:02:23 UTC,2023-11-03 20:03:08 UTC,research,,https://www.inaturalist.org/observations/48320732,https://static.inaturalist.org/photos/76665040/medium.jpg,,"",,1,0,false,3,"Park View Rd S, Pound Ridge, NY, US",41.24223667,-73.56565833,16,,,,16,,,false,,,golden ragwort,Packera aurea,golden ragwort,Plantae,116329,Packera aurea,,,
48320819,aceef9d2-f7ae-4f4c-97f1-651a1ba1fb28,Sun May 31 2020 13:07:08 GMT-0400 (EDT),2020-05-31,2020-05-31 17:07:08 UTC,Eastern Time (US & Canada),961510,durham97,,2020-06-03 10:04:51 UTC,2020-06-03 20:31:41 UTC,research,,https://www.inaturalist.org/observations/48320819,https://static.inaturalist.org/photos/76665173/medium.jpg,,"",,1,0,false,3,"Ward Pound Ridge Reservation, Pound Ridge, NY, US",41.2401474098,-73.566886246,4,,,,4,,,false,,,rue anemone,Thalictrum thalictroides,rue anemone,Plantae,118548,Thalictrum thalictroides,,,
48320880,c252f29a-5143-4947-8755-2298327d30ae,Sun May 31 2020 13:05:51 GMT-0400 (EDT),2020-05-31,2020-05-31 17:05:51 UTC,Eastern Time (US & Canada),961510,durham97,,2020-06-03 10:06:10 UTC,2022-03-31 13:08:24 UTC,research,,https://www.inaturalist.org/observations/48320880,https://static.inaturalist.org/photos/78928121/medium.jpg,,"",,1,0,false,3,"Ward Pound Ridge Reservation, Pound Ridge, NY, US",41.2403342799,-73.5668713752,4,,,,4,,,false,,,narrow-leaved bittercress,Cardamine impatiens,narrow-leaved bittercress,Plantae,159836,Cardamine impatiens,,,
48347876,ab289563-0688-4f30-b622-24343aba85a1,Wed Jun 03 2020 12:21:04 GMT-0400 (EDT),2020-06-03,2020-06-03 16:21:04 UTC,Eastern Time (US & Canada),2485023,highyak,,2020-06-03 16:24:08 UTC,2023-05-24 22:24:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48347876,https://inaturalist-open-data.s3.amazonaws.com/photos/76708864/medium.jpg,,"",,1,0,false,3,"Ward Pound Ridge Reservation, Cross River, NY, US",41.2479205057,-73.5941464361,5,,,,5,,,false,,,northern blue flag,Iris versicolor,northern blue flag,Plantae,48726,Iris versicolor,,,
48433747,366b4707-67ac-4b41-b1b3-f4776ca1c06a,Thu Jun 04 2020 09:19:39 GMT-0400 (EDT),2020-06-04,2020-06-04 13:19:39 UTC,Eastern Time (US & Canada),1903693,ppetronis1,,2020-06-04 13:40:05 UTC,2020-06-16 13:41:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/48433747,https://inaturalist-open-data.s3.amazonaws.com/photos/79120082/medium.jpg,,"",,0,0,false,3,"Ward Pound Ridge Reservation, Cross River, NY, US",41.2617728161,-73.6009295751,5,,,,5,,,false,,,,Tragopogon pratensis,meadow salsify,Plantae,79385,Tragopogon pratensis,,,
48434365,6fdfe630-3366-41a1-8a1d-db92697417f0,Thu Jun 04 2020 09:47:38 GMT-0400 (EDT),2020-06-04,2020-06-04 13:47:38 UTC,Eastern Time (US & Canada),1768480,alanbuysell,,2020-06-04 13:48:11 UTC,2021-08-11 13:47:05 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/48434365,https://inaturalist-open-data.s3.amazonaws.com/photos/76852970/medium.jpg,,"",,1,0,false,3,"New York, US",41.2542688787,-73.6062141769,5,,,,27816,obscured,,true,,,dicots,Magnoliopsida,Dicots,Plantae,47124,,,,
48462609,e1f04e85-9a38-49ac-8657-08321239a458,Thu Jun 04 2020 13:27:16 GMT-0400 (EDT),2020-06-04,2020-06-04 17:27:16 UTC,Eastern Time (US & Canada),1087530,mattjmangoni,,2020-06-04 19:08:54 UTC,2020-06-04 19:09:14 UTC,needs_id,,https://www.inaturalist.org/observations/48462609,https://static.inaturalist.org/photos/76898842/medium.jpg,,"",,0,0,false,3,"Ward Pound Ridge Reservation, Pound Ridge, NY, US",41.248745,-73.59636667,72,,,,72,,,false,,,,Persicaria pensylvanica,pinkweed,Plantae,78455,Persicaria pensylvanica,,,
48463350,8ee8b4f5-d562-41bd-91e0-bd5eff9f40e3,Thu Jun 04 2020 15:09:01 GMT-0400 (EDT),2020-06-04,2020-06-04 19:09:01 UTC,Eastern Time (US & Canada),1087530,mattjmangoni,,2020-06-04 19:16:48 UTC,2023-01-28 12:49:43 UTC,research,,https://www.inaturalist.org/observations/48463350,https://static.inaturalist.org/photos/78961785/medium.jpg,,"",,1,0,false,3,"Ward Pound Ridge Reservation, South Salem, NY, US",41.260660275,-73.5778258188,13,,,,13,,open,false,,,Sweet Pepperbush,Clethra alnifolia,Sweet Pepperbush,Plantae,52867,Clethra alnifolia,,,
48470273,19142fbe-a9ce-4a6c-8256-fe8946e8c0a1,Sun May 31 2020 11:51:21 GMT-0400 (EDT),2020-05-31,2020-05-31 15:51:21 UTC,Eastern Time (US & Canada),2930506,bygraham,,2020-06-04 20:26:35 UTC,2020-07-20 17:06:19 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/48470273,https://inaturalist-open-data.s3.amazonaws.com/photos/76912270/medium.jpg,,"",,0,0,false,3,"Ward Pound Ridge Reservation, Cross River, NY, US",41.2518598326,-73.5844043177,5,,,,5,,,false,,,,Magnoliopsida,Dicots,Plantae,47124,,,,
48470283,083360c6-3f2d-4452-afc0-3b7b942a20e9,Sun May 31 2020 12:48:44 GMT-0400 (EDT),2020-05-31,2020-05-31 16:48:44 UTC,Eastern Time (US & Canada),2930506,bygraham,,2020-06-04 20:26:43 UTC,2020-06-04 20:26:52 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/48470283,https://inaturalist-open-data.s3.amazonaws.com/photos/76912303/medium.jpg,,"",,0,0,false,3,"Ward Pound Ridge Reservation, Cross River, NY, US",41.25578667,-73.58667833,10,,,,10,,,false,,,,Carya,hickories,Plantae,54788,,,,
48575347,667fe122-9dab-46b5-a652-07bd6bcabb5f,Fri Jun 05 2020 16:17:05 GMT-0400 (EDT),2020-06-05,2020-06-05 20:17:05 UTC,Eastern Time (US & Canada),3128860,accardi_dey_family,,2020-06-05 20:19:11 UTC,2020-06-05 21:42:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48575347,https://inaturalist-open-data.s3.amazonaws.com/photos/77083173/medium.jpg,,"",,1,0,false,3,"Ward Pound Ridge Reservation, Cross River, NY, US",41.2481638743,-73.5944141541,5,,,,5,,open,false,,,tulip tree,Liriodendron tulipifera,American tuliptree,Plantae,53582,Liriodendron tulipifera,,,
48578377,5d87a350-e1d0-4c4b-b124-094c9de25d72,Wed Jun 03 2020 15:38:50 GMT-0400 (EDT),2020-06-03,2020-06-03 19:38:50 UTC,Eastern Time (US & Canada),2089785,mollyhickey,Molly Hickey,2020-06-05 20:48:33 UTC,2025-12-18 22:54:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48578377,https://inaturalist-open-data.s3.amazonaws.com/photos/77087801/medium.jpg,,"",,2,0,false,3,"Ward Pound Ridge Reservation, Pound Ridge, NY, US",41.2403,-73.57666167,10,,,,10,,,false,,,pink lady's slipper,Cypripedium acaule,pink lady's slipper,Plantae,47588,Cypripedium acaule,,,
48590403,de550db6-7538-4474-9564-f17f4fa06567,Fri May 22 2020 10:17:16 GMT-0400 (EDT),2020-05-22,2020-05-22 14:17:16 UTC,Eastern Time (US & Canada),2770181,milliepede22,N Buzard,2020-06-05 22:50:21 UTC,2024-05-23 22:38:36 UTC,research,,https://www.inaturalist.org/observations/48590403,https://static.inaturalist.org/photos/77106200/medium.jpg,,"",,1,0,false,3,"Ward Pound Ridge Reservation, Pound Ridge, NY, US",41.25451333,-73.57621167,3414,,,,3414,,,false,,,wild geranium,Geranium maculatum,wild geranium,Plantae,47699,Geranium maculatum,,,
